PAYS;REGION;DEPARTEMENT;CD_DEPT;CD_INSEE;NOM_LOCALITE;ORGANISME;OBSERVATEUR;CD_STATION;STATION;METHODE;REPETITION;Longitude;Latitude;ALTITUDE;DATE;DATE_FIN;HABITAT;MICROHABITAT;METHODE;REMARQUE_STATION;CLASSE;ORDRE;FAMILLE;CD_NOM;LB_NOM;NOM_VALIDE;BOITE;CD_COLLECTION;NOM_CITE;RANK;male;female;Juvénile;?;ABONDANCE_TOTALE;LRN;REMARQUE_INDIVIDU;A VERIFIER/PHOTO;DETERMINATEUR;LEG/COLLECTION;DATE_DETERMINATION;ENVOI_CARDOBS
France;LORRAINE;MEURTHE-ET-MOSELLE;54;54363;Mercy-Le-Haut;Sol&Co;Sol&Co;2167310;215;trimanuel;4;49.3740703250416;5.84561377272516;365;04/06/2024;04/06/2024;Forêt mixte;;Tri manuel;;Insecta;Hymenoptera;Formicidae;209961;Stenamma;Stenamma Westwood, 1839;E&S_FO_B3_T34;NHEN-29747;stenamma;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;POITOU-CHARENTES;CHARENTE;16;16337;Saint-Maurice-Des-Lions;Université de Rennes;Université de Rennes;2167338;1372;trimanuel;6;45.9598382118547;0.672536029377586;222;11/04/2024;11/04/2024;Forêt mixte;;Tri manuel;;Insecta;Hymenoptera;Formicidae;209961;Stenamma;Stenamma Westwood, 1839;E&S_FO_B8_T9;NHEN-30309;stenamma;G;;;;2;2;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;MIDI-PYRENEES;LOT;46;46047;Cales;Université de Rennes;Université de Rennes;2167320;1706;trimanuel;6;44.8178511311097;1.51554524633862;202;10/04/2024;10/04/2024;Forêt feuillus;;Tri manuel;;Insecta;Hymenoptera;Formicidae;209961;Stenamma;Stenamma Westwood, 1839;E&S_FO_B8_T76;NHEN-30376;stenamma;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45644;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;2;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;264065;Stenamma westwoodii;Stenamma westwoodii Westwood, 1839;E&S_FO_B1_T65;NHEN-29563;Stenamma westwoodii;S;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45630;
France;MIDI-PYRENEES;GERS;32;32150;Goutz;Université de Rennes;Université de Rennes;2167323;2011;Pitfall;1;43.7995981085167;0.738134796235499;197;13/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B1_T78;NHEN-29576;tapinoma erraticum;S;;;;5;5;#N/A;;;N.HENON;ECO&SOLS;45630;
France;MIDI-PYRENEES;GERS;32;32150;Goutz;Université de Rennes;Université de Rennes;2167323;2011;Pitfall;2;43.7995981085167;0.738134796235499;197;13/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B1_T79;NHEN-29577;tapinoma erraticum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45630;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;2;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B6_T64;NHEN-30158;tapinoma erraticum;S;;;;8;8;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38298;Le Peage-De-Roussillon;ECO&SOLS;Equipe ECO&SOLS;2132824;1556;Pitfall;2;45.3690149100078;4.77475157668675;138;10/04/2024;07/05/2024;Verger;;Pitfall;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B9_T20;NHEN-30420;tapinoma erraticum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45644;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;3;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B6_T69;NHEN-30163;tapinoma erraticum;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;AIN;1;1058;Bregnier-Cordon;ECO&SOLS;Equipe ECO&SOLS;2132823;1477;Pitfall;4;45.6401693491095;5.61003921649128;209;11/04/2024;07/05/2024;Friche humide;;Pitfall;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B1_T37;NHEN-29535;tapinoma erraticum;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45630;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;4;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B6_T72;NHEN-30166;tapinoma erraticum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;Pitfall;5;46.6928659613774;2.53499704476721;164;23/05/2024;22/06/2024;Prairie de fauche;;Pitfall;relève le 21/6/224;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B6_T78;NHEN-30172;tapinoma erraticum;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45638;
France;CENTRE;CHER;18;18086;Drevant;Sol&Co;Sol&Co;2167303;1174;trimanuel;5;46.6928659613774;2.53499704476721;164;23/05/2024;23/05/2024;Prairie de fauche;;Tri manuel;;Insecta;Hymenoptera;Formicidae;52831;Tapinoma erraticum;Tapinoma erraticum (Latreille, 1798);E&S_FO_B7_T72;NHEN-30272;tapinoma erraticum;S;;;;10;10;#N/A;;;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;1;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T29;NHEN-30227;tapinoma;G;;;;31;31;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;LANGUEDOC-ROUSSILLON;LOZERE;48;48171;Saint-Martin-de-Lansuscle;ECO&SOLS;Equipe ECO&SOLS;2132904;1887;Pitfall;2;44.2375443985216;3.7226445983764;928;14/06/2024;10/07/2024;Lande à bruyère / fougeraie;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B3_T64;NHEN-29778;tapinoma;G;;;;4;4;#N/A;Tapinoma erraticum/madeirense;x;N.HENON;ECO&SOLS;45631;
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;Pitfall;2;44.3664478290357;0.117461238742218;87;12/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B4_T86;NHEN-29906;tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45633;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;2;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T40;NHEN-30238;tapinoma;G;;;;13;13;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;3;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B3_T12;NHEN-29725;tapinoma;G;;;;4;4;#N/A;Tapinoma erraticum/madeirense;x;N.HENON;ECO&SOLS;45631;
France;BOURGOGNE;COTE-DOR;21;21356;Losne;Sol&Co;Sol&Co;2167308;1058;Pitfall;3;47.0870418392033;5.27350873305645;184;14/05/2024;13/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B5_T22;NHEN-29984;Tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45635;
France;MIDI-PYRENEES;AVEYRON;12;12025;Belmont-sur-Rance;ECO&SOLS;Equipe ECO&SOLS;2132877;2021;Pitfall;3;43.8125780995336;2.72179965795729;506;08/04/2024;06/05/2024;Chenaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T22;NHEN-30216;tapinoma;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45638;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;3;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T45;NHEN-30243;tapinoma;G;;;;34;34;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;Pitfall;4;44.3664478290357;0.117461238742218;87;12/03/2024;09/04/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B4_T88;NHEN-29908;tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45633;
France;BOURGOGNE;COTE-DOR;21;21356;Losne;Sol&Co;Sol&Co;2167308;1058;Pitfall;4;47.0870418392033;5.27350873305645;184;14/05/2024;13/06/2024;Monoculture;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B5_T23;NHEN-29985;Tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45635;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;4;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T48;NHEN-30246;tapinoma;G;;;;14;14;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;PAYS DE LA LOIRE;VENDEE;85;85294;La Tranche-Sur-Mer;Université de Rennes;Université de Rennes;2167328;1237;Pitfall;5;46.3506497510169;-1.40321679085194;3;17/04/2024;15/05/2024;Prairie;;Pitfall;Les pots 1,3,4 et 6 ont été vidés et remplacer par de l'éthanol à 96°;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B3_T19;NHEN-29732;tapinoma;G;;;;1;1;#N/A;Tapinoma erraticum/madeirense;x;N.HENON;ECO&SOLS;45631;
France;RHONE-ALPES;DROME;26;26017;Aucelon;ECO&SOLS;Equipe ECO&SOLS;2132822;1768;Pitfall;5;44.6346263421969;5.34894544254264;751;23/04/2024;27/05/2024;Chênaie claire;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B4_T38;NHEN-29855;tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45632;
France;MIDI-PYRENEES;AVEYRON;12;12025;Belmont-sur-Rance;ECO&SOLS;Equipe ECO&SOLS;2132877;2021;Pitfall;5;43.8125780995336;2.72179965795729;506;08/04/2024;06/05/2024;Chenaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T26;NHEN-30223;tapinoma;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;5;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T54;NHEN-30253;tapinoma;G;;;;12;12;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;DROME;26;26017;Aucelon;ECO&SOLS;Equipe ECO&SOLS;2132822;1768;Pitfall;6;44.6346263421969;5.34894544254264;751;23/04/2024;27/05/2024;Chênaie claire;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B4_T43;NHEN-29860;tapinoma;G;;;;4;4;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-MARITIMES;6;6081;Le Mas;ECO&SOLS;Equipe ECO&SOLS;2132867;1996;Pitfall;6;43.8563416618755;6.90327394449335;757;25/04/2024;28/05/2024;Prairie;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B4_T83;NHEN-29902;tapinoma;G;;;;9;9;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45632;
France;MIDI-PYRENEES;AVEYRON;12;12025;Belmont-sur-Rance;ECO&SOLS;Equipe ECO&SOLS;2132877;2021;Pitfall;6;43.8125780995336;2.72179965795729;506;08/04/2024;06/05/2024;Chenaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T23;NHEN-30219;tapinoma;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;RHONE-ALPES;ISERE;38;38302;Le Perier;ECO&SOLS;Equipe ECO&SOLS;2142435;1686;Pitfall;6;44.9048619493119;5.96937133617335;1888;06/08/2024;10/09/2024;Pelouse alpine;;Pitfall;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B7_T60;NHEN-30260;tapinoma;G;;;;22;22;#N/A;;;N.HENON;ECO&SOLS;45643;
France;AUVERGNE;PUY-DE-DOME;63;63020;Aurieres;ECO&SOLS;Equipe ECO&SOLS;2132898;1464;trimanuel;1;45.6779077470276;2.94301610784092;985;06/06/2024;06/06/2024;Forêt mixte;;Tri manuel;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B8_T85;NHEN-30385;tapinoma;G;;;;1;1;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45644;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-MARITIMES;6;6081;Le Mas;ECO&SOLS;Equipe ECO&SOLS;2132867;1996;trimanuel;3;43.8563416618755;6.90327394449335;757;25/04/2024;25/04/2024;Prairie;;Tri manuel;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B8_T50;NHEN-30350;tapinoma;G;;;;2;2;#N/A;;x;N.HENON;ECO&SOLS;45644;
France;AQUITAINE;LOT-ET-GARONNE;47;47114;Grezet-Cavagnan;Université de Rennes;Université de Rennes;2167324;1826;trimanuel;3;44.3664478290357;0.117461238742218;87;12/03/2024;12/03/2024;Monoculture;;Tri manuel;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B8_T59;NHEN-30359;Tapinoma;G;;;;43;43;#N/A;Tapinoma erraticum/madeirense;x;N.HENON;ECO&SOLS;45644;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;trimanuel;3;44.2166800911093;4.92701588816509;112;28/03/2024;28/03/2024;Vignes;;Tri manuel;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B8_T72;NHEN-30372;tapinoma;G;;;;7;7;#N/A;Tapinoma gr.nigerrimum;;N.HENON;ECO&SOLS;45644;
France;RHONE-ALPES;DROME;26;26017;Aucelon;ECO&SOLS;Equipe ECO&SOLS;2132822;1768;trimanuel;5;44.6346263421969;5.34894544254264;751;23/04/2024;23/04/2024;Chênaie claire;;Tri manuel;;Insecta;Hymenoptera;Formicidae;198219;Tapinoma;Tapinoma Förster, 1850;E&S_FO_B8_T17;NHEN-30317;tapinoma;G;;;;14;14;#N/A;;x;N.HENON;ECO&SOLS;45643;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;1;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;628325;Tapinoma madeirense;Tapinoma madeirense Forel, 1895;E&S_FO_B2_T40;NHEN-29653;Tapinoma madeirense;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;2;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;628325;Tapinoma madeirense;Tapinoma madeirense Forel, 1895;E&S_FO_B2_T41;NHEN-29654;Tapinoma madeirense;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;5;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;628325;Tapinoma madeirense;Tapinoma madeirense Forel, 1895;E&S_FO_B2_T44;NHEN-29657;Tapinoma madeirense;S;;;;1;1;#N/A;;;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;BOUCHES-DU-RHONE;13;13004;Arles;ECO&SOLS;Equipe ECO&SOLS;2132901;2076;Pitfall;6;43.6487932757976;4.50250101102574;0;12/03/2024;15/04/2024;Pelouse écorchée à salicorne;;Pitfall;;Insecta;Hymenoptera;Formicidae;628325;Tapinoma madeirense;Tapinoma madeirense Forel, 1895;E&S_FO_B2_T47;NHEN-29660;Tapinoma madeirense;S;;;;2;2;#N/A;;;N.HENON;ECO&SOLS;45631;
France;AUVERGNE;HAUTE-LOIRE;43;43016;Auzon;ECO&SOLS;Equipe ECO&SOLS;2132895  ;1549;Pitfall;1;45.3911047765517;3.34517713570663;400;31/05/2024;02/07/2024;Prairie de fauche;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B1_T4;NHEN-29502;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45629;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11305;Quintillan;ECO&SOLS;Equipe ECO&SOLS;2132859;2260;Pitfall;1;42.949275970459;2.7153799533844;349;14/05/2024;10/06/2024;Maquis;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B1_T45;NHEN-29543;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45630;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;1;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B1_T61;NHEN-29559;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45630;
France;POITOU-CHARENTES;CHARENTE;16;16337;Saint-Maurice-Des-Lions;Université de Rennes;Université de Rennes;2167338;1372;Pitfall;1;45.9598382118547;0.672536029377586;222;11/04/2024;07/05/2024;Forêt mixte;;Pitfall;PB 6 à été sorti de terre et reposé (le jalon du PB 6 était visible depuis un chemin de randonné, on peux penser à des curieux qui sont venus voir) aucune trace animale, le PB a juste été sorti et reposer.;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T80;NHEN-29693;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAR;83;83053;Evenos;ECO&SOLS;Equipe ECO&SOLS;2132872;2205;Pitfall;1;43.1807256825456;5.85371529787471;274;27/03/2024;22/04/2024;Pinède;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T85;NHEN-29698;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84028;Cairanne;ECO&SOLS;Equipe ECO&SOLS;2132873;1893;Pitfall;1;44.2166800911093;4.92701588816509;112;28/03/2024;22/04/2024;Vignes;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B3_T91;NHEN-29807;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;1;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B4_T50;NHEN-29868;Temnothorax;G;;;;2;2;#N/A;;x;N.HENON;ECO&SOLS;45632;
France;PROVENCE-ALPES-COTE DAZUR;ALPES-MARITIMES;6;6081;Le Mas;ECO&SOLS;Equipe ECO&SOLS;2132867;1996;Pitfall;1;43.8563416618755;6.90327394449335;757;25/04/2024;28/05/2024;Prairie;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B4_T73;NHEN-29891;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45632;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;1;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B5_T79;NHEN-30070;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45635;
France;LANGUEDOC-ROUSSILLON;AUDE;11;11142;Festes-et-Saint-Andre;ECO&SOLS;Equipe ECO&SOLS;2132863;2257;Pitfall;2;42.9518241882324;2.12771511077881;528;13/05/2024;10/06/2024;Chênaie/ Érablaie;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B1_T62;NHEN-29560;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45630;
France;PROVENCE-ALPES-COTE DAZUR;VAUCLUSE;84;84065;Lauris;ECO&SOLS;Equipe ECO&SOLS;2132882;2034;Pitfall;2;43.7733624323249;5.30087879165883;292;25/03/2024;22/04/2024;Garrigue;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B4_T55;NHEN-29873;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45632;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;2;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B5_T83;NHEN-30074;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45635;
France;POITOU-CHARENTES;CHARENTE;16;16337;Saint-Maurice-Des-Lions;Université de Rennes;Université de Rennes;2167338;1372;Pitfall;3;45.9598382118547;0.672536029377586;222;11/04/2024;07/05/2024;Forêt mixte;;Pitfall;PB 6 à été sorti de terre et reposé (le jalon du PB 6 était visible depuis un chemin de randonné, on peux penser à des curieux qui sont venus voir) aucune trace animale, le PB a juste été sorti et reposer.;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T81;NHEN-29694;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;PROVENCE-ALPES-COTE DAZUR;VAR;83;83053;Evenos;ECO&SOLS;Equipe ECO&SOLS;2132872;2205;Pitfall;3;43.1807256825456;5.85371529787471;274;27/03/2024;22/04/2024;Pinède;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B2_T91;NHEN-29704;Temnothorax;G;;;;4;4;#N/A;;x;N.HENON;ECO&SOLS;45631;
France;ALSACE;HAUT-RHIN;68;68181;Levoncourt;Sol&Co;Sol&Co;2167307;926;Pitfall;4;47.4531196404966;7.20806698950873;514;27/05/2024;26/06/2024;Forêt mixte;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B5_T86;NHEN-30077;Temnothorax;G;;;;3;3;#N/A;;x;N.HENON;ECO&SOLS;45635;
France;ILE-DE-FRANCE;PARIS;75;75109;Paris;Sol&Co;Sol&Co;2167312;391;Pitfall;4;48.844838275277;2.33579524769974;47;22/04/2024;22/05/2024;Parc urbain;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B6_T24;NHEN-30115;Temnothorax;G;;;;3;3;#N/A;;x;N.HENON;ECO&SOLS;45637;
France;CHAMPAGNE-ARDENNE;HAUTE-MARNE;52;52540;Vitry-En-Montagne;Sol&Co;Sol&Co;2167316;812;Pitfall;4;47.8106367801133;5.10079251722604;450;11/06/2024;11/07/2024;Forêt;;Pitfall;;Insecta;Hymenoptera;Formicidae;628323;Temnothorax;Temnothorax Mayr, 1861;E&S_FO_B7_T13;NHEN-30207;Temnothorax;G;;;;1;1;#N/A;;x;N.HENON;ECO&SOLS;45638;
